regime_start,climate,gov_rule,ag_rule,gov_cap_thresh,ag_cap_thresh,gov_period_mult,ag_period_mult,final_CI,final_regime,min_CI,max_CI,mean_CI,gov_strategy_switches,ag_strategy_switches,gov_none_periods
1,0.4,adaptive_balance,territorial,0.0,0.0,1,1,1.1274266565523205,3,0.5147388437605391,1.1302843131753018,0.9309713183380045,1,0,0
1,0.4,adaptive_balance,pressure,0.0,0.0,1,1,1.1274266565523205,3,0.5147388437605391,1.1302843131753018,0.9309713183380045,1,0,0
1,0.4,reactive,economic,0.0,0.0,1,1,1.1328043036247082,3,0.5147388437605391,1.1328043036247082,0.9337823511121891,1,1,0
1,0.4,adaptive_balance,economic,0.0,0.0,1,1,1.1369501720617312,3,0.5147388437605391,1.1369501720617312,0.9235978468803318,1,1,0
1,0.4,development_first,economic,0.0,0.0,1,1,1.1415760422221157,3,0.5147388437605391,1.1415760422221157,0.9339024541800661,0,1,0
1,0.4,adaptive_balance,opportunistic,0.0,0.0,1,1,1.1436225793358927,3,0.5147388437605391,1.1436225793358927,0.9114885425699126,1,2,0
1,0.4,reactive,pressure,0.0,0.0,1,1,1.183494591584231,3,0.5147388437605391,1.183494591584231,0.9599112156197231,1,0,0
1,0.4,reactive,territorial,0.0,0.0,1,1,1.183494591584231,3,0.5147388437605391,1.183494591584231,0.9599112156197231,1,0,0
1,0.4,development_first,opportunistic,0.0,0.0,1,1,1.1978800980904154,3,0.5147388437605391,1.1978800980904154,0.9619021832591862,0,2,0
1,0.4,reactive,opportunistic,0.0,0.0,1,1,1.2008052425366054,3,0.5147388437605391,1.2008052425366054,0.9428975755414885,1,2,0
1,0.4,development_first,pressure,0.0,0.0,1,1,1.2148863689898755,3,0.5147388437605391,1.2148863689898755,0.977851303179034,0,0,0
1,0.4,development_first,territorial,0.0,0.0,1,1,1.2148863689898755,3,0.5147388437605391,1.2148863689898755,0.977851303179034,0,0,0
1,0.4,defense_first,economic,0.0,0.0,1,1,1.3804161521413167,3,0.5147388437605391,1.3804161521413167,1.079167545073093,1,1,0
1,0.4,defense_first,pressure,0.0,0.0,1,1,1.4076070912730891,4,0.5147388437605391,1.4076070912730891,1.0882542197582974,1,1,0
1,0.4,defense_first,territorial,0.0,0.0,1,1,1.4183546541032226,4,0.5147388437605391,1.4183546541032226,1.0889707239469728,1,0,0
1,0.4,defense_first,opportunistic,0.0,0.0,1,1,1.470941076285139,4,0.5147388437605391,1.470941076285139,1.0988666790979396,1,2,0
