regime_start,climate,gov_rule,ag_rule,gov_cap_thresh,ag_cap_thresh,gov_period_mult,ag_period_mult,final_CI,final_regime,min_CI,max_CI,mean_CI,gov_strategy_switches,ag_strategy_switches,gov_none_periods
2,0.4,development_first,pressure,0.0,0.0,1,1,1.6644961216522935,4,1.1742338353318398,1.668557013141216,1.512721305192895,0,1,0
2,0.4,development_first,opportunistic,0.0,0.0,1,1,1.6751420049686276,4,1.1742338353318398,1.6751420049686276,1.5308769695192204,0,0,0
2,0.4,development_first,territorial,0.0,0.0,1,1,1.6751420049686276,4,1.1742338353318398,1.6751420049686276,1.5308769695192204,0,0,0
2,0.4,defense_first,pressure,0.0,0.0,1,1,1.67935116471093,4,1.1742338353318398,1.7069793557491892,1.5175015983059443,1,1,0
2,0.4,development_first,economic,0.0,0.0,1,1,1.7240927038648726,4,1.1742338353318398,1.7240927038648726,1.5748819450290583,0,1,0
2,0.4,defense_first,opportunistic,0.0,0.0,1,1,1.7296387822168353,4,1.1742338353318398,1.7296387822168353,1.5542381222050163,1,0,0
2,0.4,defense_first,territorial,0.0,0.0,1,1,1.7296387822168353,4,1.1742338353318398,1.7296387822168353,1.5542381222050163,1,0,0
2,0.4,adaptive_balance,opportunistic,0.0,0.0,1,1,1.7298663033837853,4,1.1742338353318398,1.7947427847492383,1.598053179567601,2,0,0
2,0.4,adaptive_balance,territorial,0.0,0.0,1,1,1.7298663033837853,4,1.1742338353318398,1.7947427847492383,1.598053179567601,2,0,0
2,0.4,adaptive_balance,pressure,0.0,0.0,1,1,1.7346035304070957,4,1.1742338353318398,1.7346035304070957,1.5113041466412696,1,1,0
2,0.4,reactive,pressure,0.0,0.0,1,1,1.7346035304070957,4,1.1742338353318398,1.7346035304070957,1.5113041466412696,1,1,0
2,0.4,reactive,economic,0.0,0.0,1,1,1.7374719846926832,4,1.1742338353318398,1.7374719846926832,1.5104979229550373,1,1,0
2,0.4,adaptive_balance,economic,0.0,0.0,1,1,1.7374719846926832,4,1.1742338353318398,1.7374719846926832,1.5104979229550373,1,1,0
2,0.4,defense_first,economic,0.0,0.0,1,1,1.7615316278613358,4,1.1742338353318398,1.7886619439268931,1.6048213186929146,1,1,0
2,0.4,reactive,territorial,0.0,0.0,1,1,1.8642139864238843,5,1.1742338353318398,1.8642139864238843,1.607009691770274,1,0,0
2,0.4,reactive,opportunistic,0.0,0.0,1,1,1.8642139864238843,5,1.1742338353318398,1.8642139864238843,1.607009691770274,1,0,0
