regime_start,climate,gov_rule,ag_rule,gov_cap_thresh,ag_cap_thresh,gov_period_mult,ag_period_mult,final_CI,final_regime,min_CI,max_CI,mean_CI,gov_strategy_switches,ag_strategy_switches,gov_none_periods
2,0.7,development_first,pressure,0.0,0.0,1,1,1.4967037160955066,4,1.079566675043135,1.4967037160955066,1.361020016563333,0,5,0
2,0.7,reactive,economic,0.0,0.0,1,1,1.512261771269012,4,1.079566675043135,1.6078780595418973,1.481066243653928,1,1,0
2,0.7,adaptive_balance,economic,0.0,0.0,1,1,1.512261771269012,4,1.079566675043135,1.6078780595418973,1.481066243653928,1,1,0
2,0.7,reactive,territorial,0.0,0.0,1,1,1.5447180987167917,4,1.079566675043135,1.5709899842170616,1.4134809881900436,1,0,0
2,0.7,reactive,opportunistic,0.0,0.0,1,1,1.5447180987167917,4,1.079566675043135,1.5709899842170616,1.4134809881900436,1,0,0
2,0.7,adaptive_balance,opportunistic,0.0,0.0,1,1,1.562852607664397,4,1.079566675043135,1.5881046941980808,1.4204619663659341,3,0,0
2,0.7,adaptive_balance,territorial,0.0,0.0,1,1,1.562852607664397,4,1.079566675043135,1.5881046941980808,1.4204619663659341,3,0,0
2,0.7,defense_first,opportunistic,0.0,0.0,1,1,1.5773308253733944,4,1.079566675043135,1.5811296016655394,1.4747842553227462,1,0,0
2,0.7,defense_first,territorial,0.0,0.0,1,1,1.5773308253733944,4,1.079566675043135,1.5811296016655394,1.4747842553227462,1,0,0
2,0.7,development_first,territorial,0.0,0.0,1,1,1.5806205341789652,4,1.079566675043135,1.5806205341789652,1.411232707433439,0,0,0
2,0.7,development_first,opportunistic,0.0,0.0,1,1,1.5806205341789652,4,1.079566675043135,1.5806205341789652,1.411232707433439,0,0,0
2,0.7,development_first,economic,0.0,0.0,1,1,1.64252366975036,4,1.079566675043135,1.6537988398774537,1.4448206331623927,0,1,0
2,0.7,reactive,pressure,0.0,0.0,1,1,1.679643901316838,4,1.079566675043135,1.679643901316838,1.449308805355192,1,1,0
2,0.7,adaptive_balance,pressure,0.0,0.0,1,1,1.679643901316838,4,1.079566675043135,1.679643901316838,1.449308805355192,1,1,0
2,0.7,defense_first,pressure,0.0,0.0,1,1,1.6849565260195014,4,1.079566675043135,1.6849565260195014,1.4778196648444462,1,1,0
2,0.7,defense_first,economic,0.0,0.0,1,1,1.7931393099118094,4,1.079566675043135,1.7931393099118094,1.5931688283947139,1,1,0
