regime_start,climate,gov_rule,ag_rule,gov_cap_thresh,ag_cap_thresh,gov_period_mult,ag_period_mult,period,gov_strat,ag_strat,CI,conflict_regime,war_economy,poverty,social_cohesion,ag_power,militarisation,ag_infiltration,displacement,resilience_ratio
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,1,Development,Coerce,1.1188706036371705,3,0.12280701754190101,0.6601562499828084,0.664092663887539,0.03973933253079213,0.02980472764563742,0.20151777606153007,0.751211852246177,0.7162458836050358
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,2,Defense,Coerce,1.3094499272549953,3,0.10614525139516556,0.8583569404855991,0.6550522646257694,0.029584667214676987,0.03619744058395034,0.21632869909841107,0.8978200715273292,0.6605019814186917
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,3,Defense,Coerce,1.466464389529556,4,0.10323468685336216,0.941176470561229,0.5779467678850352,0.020405365202838196,0.04231795653702421,0.2819316038045241,0.9444028953638666,0.49243334122209126
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,4,Defense,Coerce,1.515857131484771,4,0.10160055671396516,0.9393530997051388,0.525096524934333,0.02009869206397357,0.04814090019418734,0.27166456493880053,0.9472158735727608,0.568562295331835
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,5,Defense,Coerce,1.6276320785350438,4,0.10245614034943924,0.9662405768347102,0.4410646386491057,0.01960573214465203,0.058449304173091056,0.22217914276550857,0.9633948510860856,0.4676070863928671
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,6,Defense,Coerce,1.6368993429821876,4,0.10518731988321059,0.9678113566952301,0.43609933359625297,0.015451309408533061,0.05551249179955836,0.26736365792006334,0.9623169806852769,0.458995362013107
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,7,Defense,Coerce,1.6617012505072934,4,0.10614934114046636,0.9740088492753771,0.41845693990855004,0.015484145685784758,0.062468645273213545,0.21281536500618234,0.9700869782769203,0.48844729071627335
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,8,Defense,Coerce,1.7340811518483747,4,0.10483870967588217,0.9810097344838694,0.3517672923113769,0.017519856427034113,0.07960044026068246,0.15928551455360154,0.97641097788628,0.47289296617822485
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,9,Defense,Coerce,1.7459503169206128,4,0.10790273556067026,0.9822681953730944,0.34422061401315185,0.017203106409078937,0.06827112984119824,0.14567739294769147,0.9772436646324943,0.46638998162105133
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,10,Defense,Coerce,1.7807684767677763,4,0.11050583657415566,0.986250100903008,0.3159874607093874,0.017023180400677303,0.06622154779755277,0.13940895999257016,0.9778635392538998,0.3809745080379189
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,11,Defense,Coerce,1.8387960453130003,4,0.11442385173062988,0.983579163770194,0.25920697018782374,0.017761205490932748,0.07429477610190358,0.1064554418485374,0.9739414284819506,0.4008682136168194
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,12,Defense,Coerce,1.8403064885491516,5,0.11745244003114239,0.9907044923451607,0.26785044382715134,0.015600723593828084,0.071872532128536,0.10872405550933603,0.9783719283578616,0.282059365391467
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,13,Defense,Coerce,1.8881760691558347,5,0.12116040955424663,0.9784868973452301,0.2114712377436421,0.015302721592612506,0.08746761284721492,0.09394760182429261,0.9656056980246693,0.422157446153618
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,14,Defense,Coerce,1.9102479094485192,5,0.12188841201507514,0.9828103256457571,0.1944508282123131,0.014488555712069914,0.08640921204646142,0.08909451196021785,0.9702725134118175,0.4002081394305092
2,0.1,defense_first,opportunistic,0.0,0.0,1,1,15,Defense,Coerce,1.9230255260396518,5,0.12283737024008963,0.9858273091103035,0.18563915331074132,0.013830153866475549,0.09212627309842773,0.09317702586789661,0.9763275641458408,0.4218773684072168
