regime_start,climate,gov_rule,ag_rule,gov_cap_thresh,ag_cap_thresh,gov_period_mult,ag_period_mult,period,gov_strat,ag_strat,CI,conflict_regime,war_economy,poverty,social_cohesion,ag_power,militarisation,ag_infiltration,displacement,resilience_ratio
3,0.4,defense_first,territorial,0.0,0.0,1,1,1,Development,Coerce,1.4093329974515398,4,0.29136316336542434,0.8062815222190217,0.6883116881329061,0.013520389619633338,0.04528301886621573,0.23118279545034104,0.7735612703445056,0.5499511877286071
3,0.4,defense_first,territorial,0.0,0.0,1,1,2,Defense,Coerce,1.4556853074979388,4,0.2469135802425589,0.8798243586577346,0.6710526314023546,0.013560725465930243,0.048923679058750544,0.21880021401306882,0.8525145423628225,0.5192211681957841
3,0.4,defense_first,territorial,0.0,0.0,1,1,3,Defense,Coerce,1.5818034209485878,4,0.2264610389573626,0.9163179916104993,0.5609756096192742,0.014856459664232267,0.0710059171569623,0.1896216848250157,0.8774592881751164,0.43295249543800934
3,0.4,defense_first,territorial,0.0,0.0,1,1,4,Defense,Coerce,1.599578670136383,4,0.21072507552551767,0.9430704619471985,0.5542168673363332,0.013638401520912996,0.07505070993610344,0.20634329824259967,0.896054580797523,0.34515684120024664
3,0.4,defense_first,territorial,0.0,0.0,1,1,5,Defense,Coerce,1.6575597442268963,4,0.20028818443515425,0.9513892067343024,0.4941176469425603,0.01434609118834183,0.08481262327081612,0.19592573406613656,0.9000157987618165,0.3122037261144008
3,0.4,defense_first,territorial,0.0,0.0,1,1,6,Defense,Coerce,1.6565375630077062,4,0.19090282563485989,0.9524768425078874,0.48684210513504117,0.014921127465628846,0.078629032254894,0.1788519133746358,0.9066292394777348,0.334317081755902
3,0.4,defense_first,territorial,0.0,0.0,1,1,7,Defense,Coerce,1.6480454637068729,4,0.18653198652947411,0.952950558192607,0.4914370810152083,0.014921127465628846,0.0691085702693875,0.17885191337463588,0.8978113185231772,0.3054686656879205
3,0.4,defense_first,territorial,0.0,0.0,1,1,8,Defense,Coerce,1.6946463253137207,4,0.18039215686038682,0.9525783090272975,0.43832414057396346,0.015611841364553451,0.07666382486220598,0.16227816302906198,0.8985461452693904,0.3149241298931774
3,0.4,defense_first,territorial,0.0,0.0,1,1,9,Defense,Coerce,1.6808039381816002,4,0.1735849056581937,0.9546439794850448,0.4474249469616383,0.014947953153564947,0.07911664263628417,0.1693725157735236,0.890003676535766,0.2755735834338856
3,0.4,defense_first,territorial,0.0,0.0,1,1,10,Defense,Coerce,1.7252187413477444,4,0.16849816849611093,0.9539643629156407,0.3972437900640072,0.014325681986775153,0.08986879352721516,0.17671159097733616,0.8966840728449963,0.3073723658278567
3,0.4,defense_first,territorial,0.0,0.0,1,1,11,Defense,Coerce,1.7413253310739616,4,0.16254416960939266,0.9627834918597761,0.3840023303952071,0.013708141551670276,0.09130228599430183,0.18429811610785282,0.9111281786002678,0.29469488954820394
3,0.4,defense_first,territorial,0.0,0.0,1,1,12,Defense,Coerce,1.7496247939060476,4,0.1602564102545422,0.9651045496663069,0.3757361660148015,0.0138830599403633,0.08590697071791956,0.17258816452868808,0.9068447922554542,0.2654177836356309
3,0.4,defense_first,territorial,0.0,0.0,1,1,13,Defense,Coerce,1.748043540147877,4,0.15723270440071763,0.9716576417160224,0.380846805968863,0.013867724551070706,0.08020923477574843,0.17258816452868816,0.9284418938315742,0.289434154709115
3,0.4,defense_first,territorial,0.0,0.0,1,1,14,Defense,Coerce,1.7773237352607472,4,0.1561612720027692,0.960941247577898,0.33977878431992004,0.010977404412346764,0.08732687245155957,0.2175992035800739,0.9093812910168951,0.3214852517165898
3,0.4,defense_first,territorial,0.0,0.0,1,1,15,Defense,Coerce,1.8253331273363138,4,0.15273132664266734,0.968388467448074,0.2957866667544275,0.011695315208020763,0.10011494559458561,0.20424199050716094,0.9042306205834565,0.24373646279026903
