,Tiempo,Biomasa_Planta,Biomasa_Hongo,Plant_Active,Plant_Limited,Fungus,Mycelium,Crecimiento_Planta,Crecimiento_Hongo,Prod_C_Planta,Adq_C_Hongo,Intercambio_C,Intercambio_N,Intercambio_P,Flujo_Crec_Planta,Flujo_Crec_Micelio,Flujo_Crec_Hongo,Flujo_Mort_PlantA,Flujo_Mort_PlantL,Flujo_Mort_Micelio,Flujo_Mort_Hongo,Flujo_Trans_C,Flujo_Trans_N,Flujo_Trans_P,Flujo_Fotosintesis,Flujo_N_Uptake,Flujo_P_Uptake,Flujo_P_Secuestro,Flujo_Entrada_N,Flujo_Entrada_P,N_Suelo,P_Disponible,P_Total_Suelo,N_Limitado,P_Limitado,C_Limitado,N_Critico,P_Critico,Demanda_C_Hongo,Oferta_C_Planta,Factor_N_Fotos,Factor_C_Disponible,Factor_N_Hongo_Limitado,Factor_N_Hongo_Libre,Escenario_I_Mutualismo_Clim,Escenario_II_Mutualismo_Fuerte,Escenario_III_Comensalismo,Escenario_IV_Parasitismo,ROI_Planta,ROI_Hongo,ROI_N_C,ROI_P_C
count,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
mean,1800.0,3.754142158943256,2.425919311797827,1.5153894858965198,2.238752673046736,2.4215855089864515,0.004333802811375356,0.0001721934012154623,0.0008787186293237222,0.9092336915379119,0.29986337996020856,0.29986337996020856,0.10049846512676416,0.07638425047075867,0.07514196244660921,9.15178027826834e-05,0.049498431278912736,0.0303077897179304,0.04477505346093473,0.00013001408434126067,0.04843171017972904,0.29986337996020856,0.10049846512676416,0.07638425047075867,0.9092336915379119,0.14887695615625077,0.12135013165368463,0.022214861444591852,0.05,0.02,51.01681603937708,0.4442972288918371,32.00404926146877,0.0,0.0013333333333333333,0.0,0.12000000000000004,0.1,0.04962844536325399,0.8340917290913027,0.41254300025575036,1.0,0.47692458200849464,0.5230754179915054,0.0,4.360299865430178e-06,0.0,0.4958994947895675,0.5913071515143781,1.923250372052411,0.3358249844352485,0.25548216707912963
std,1040.2703505540862,1.8271734020637307,1.4512274259965907,0.7530634990654546,1.094014114357737,1.4574152485988456,0.029284162766947685,0.009735137925484468,0.002147640342681065,0.4518380994392727,0.0014043205988047995,0.0014043205988047995,0.049122006629586545,0.05546348620653151,0.03759160269984298,0.003098514401024051,0.029076202611778134,0.015061269981309092,0.021880282287154742,0.0008785248830084306,0.029148304971976912,0.0014043205988047995,0.049122006629586545,0.05546348620653151,0.4518380994392727,0.004313019796653216,0.005833221821355666,0.0057138776334337985,0.0,0.0,24.395157144600674,0.11427755266867597,20.98764414437784,0.0,0.03650265540281319,0.0,4.164724815400228e-17,0.0,0.028902483890796304,0.41452018676834496,0.2613015217844241,0.0,0.06904947905392303,0.06904947905392303,0.0,0.00013677233844310976,0.0,0.05567391545449788,0.38641323997296784,0.5789083769721275,0.18656617202465353,0.20442098961091856
min,0.0,1.6,0.009581181159796155,0.804397397967926,0.1,0.009397513468159322,1.0920274360535356e-15,-0.015493780228860388,-0.017971658034364957,0.4826384387807556,0.2526315789473684,0.2526315789473684,0.06999334216481172,0.04009652037405273,0.014400000000000005,2.1926517403495658e-17,8.733167421114698e-05,0.01608794795935852,0.002,3.276082308160606e-17,0.00018795026936318645,0.2526315789473684,0.06999334216481172,0.04009652037405273,0.4826384387807556,0.09,0.07279506527185177,0.004714404948866005,0.05,0.02,0.15,0.09428809897732009,0.09428809897732009,0.0,0.0,0.0,0.12,0.1,0.00018437878142815926,0.4425942385101919,2.3806532972013506e-06,1.0,0.00910860638437816,0.4410427201637772,0.0,0.0,0.0,0.0,0.36699481517909194,0.07733619763458206,0.2333293282337763,0.1336654869453156
25%,900.0,2.3610346471203054,0.9070536073701111,0.9408972172831964,1.4134960689077598,0.9069416843575675,6.817804704308776e-12,-0.0011595465757068546,0.0003537682015964383,0.5645383303699179,0.2999584286596036,0.2999584286596036,0.07673068233087904,0.0468572470461823,0.04676821192390954,1.3725512643182806e-13,0.025018601535171745,0.01881794434566393,0.028269921378155198,2.0453414112926327e-13,0.01813883368715135,0.2999584286596036,0.07673068233087904,0.0468572470461823,0.5645383303699179,0.1495699686136829,0.11989684980835003,0.0199143360487882,0.05,0.02,34.78119132536949,0.39828672097576395,14.208320613944036,0.0,0.0,0.0,0.12,0.1,0.02502193649518194,0.5177479002734884,0.16043801571828695,1.0,0.41552921150486827,0.46467573820382535,0.0,0.0,0.0,0.4508658424991133,0.4119947876429737,1.351760836777299,0.25579068548152206,0.15620410216145164
50%,1800.0,2.9284827196871728,3.0474591355599023,1.1677425089949982,1.751738817725387,3.047459089138358,4.642154434598208e-08,-0.0005561875065521193,0.0005553615450429872,0.7006455053969989,0.2999703548453574,0.2999703548453574,0.08788405661072693,0.05804317691776782,0.057906183506216444,9.419339608403826e-10,0.061876281859759796,0.023354850179899963,0.03503477635450774,1.3926463303794622e-09,0.06094918178276716,0.2999703548453574,0.08788405661072693,0.05804317691776782,0.7006455053969989,0.1497187465136835,0.11992426423866698,0.019937045795045398,0.05,0.02,53.232683110533884,0.3987409159009079,32.22394820431248,0.0,0.0,0.0,0.12,0.1,0.06187628322031134,0.6426989014308699,0.4999998511736219,1.0,0.5000000126858194,0.4999999873141806,0.0,0.0,0.0,0.4811319777754992,0.48647218341346704,2.0556161486994124,0.29297580631685427,0.19349637709661274
75%,2700.0,4.782217243327591,3.6290574044286896,1.9874112337031888,2.8509844878298525,3.6290574044218715,7.333300490555903e-05,-0.0003502213668314519,0.0010854602842318315,1.1924467402219132,0.29997449735497805,0.29997449735497805,0.1214454469680223,0.09702170955848555,0.09642787223575622,2.0894905936160273e-06,0.07308202979731329,0.039748224674063776,0.05701968975659705,2.1999901471667707e-06,0.07258114808843744,0.29997449735497805,0.1214454469680223,0.09702170955848555,1.1924467402219132,0.14978987341840183,0.12057439647594381,0.0204880073948532,0.05,0.02,71.28554849242114,0.40976014789706394,50.14935704860103,0.0,0.0,0.0,0.12,0.1,0.07308202979751302,1.0963705844860723,0.6451756076797758,1.0,0.5353242617961746,0.5844707884951317,0.0,0.0,0.0,0.5417958536345326,0.7397771457141897,2.4272152297724503,0.40487320892630635,0.32345051938134806
max,3600.0,7.414087456516149,3.976311646566744,2.9784290277925933,4.437758182572483,3.976311646566743,0.4,0.16896467970954895,0.00657799350547239,1.787057416675556,0.29997661533294845,0.29997661533294845,1.6666666666666667,1.6,0.2325110223583174,0.12000000000000002,0.12000000000000004,0.05956858055585187,0.08875516365144966,0.012,0.07952623293133486,0.29997661533294845,1.6666666666666667,1.6,1.787057416675556,0.14983227866050372,0.13204618357500356,0.03677384809147329,0.05,0.02,89.33405797407767,0.7354769618294659,68.0950159074834,0.0,1.0,0.0,0.12,0.1,0.13200000000000003,1.6387143391343637,0.7250738781157601,1.0,0.5589572798362228,0.9908913936156218,0.0,0.005097939142817692,0.0,0.5839195889804627,12.930555550437212,2.724834132248697,6.597222219610823,6.33333333082639
