,Tiempo,Biomasa_Planta,Biomasa_Hongo,Plant_Active,Plant_Limited,Fungus,Mycelium,Crecimiento_Planta,Crecimiento_Hongo,Prod_C_Planta,Adq_C_Hongo,Intercambio_C,Intercambio_N,Intercambio_P,Flujo_Crec_Planta,Flujo_Crec_Micelio,Flujo_Crec_Hongo,Flujo_Mort_PlantA,Flujo_Mort_PlantL,Flujo_Mort_Micelio,Flujo_Mort_Hongo,Flujo_Trans_C,Flujo_Trans_N,Flujo_Trans_P,Flujo_Fotosintesis,Flujo_N_Uptake,Flujo_P_Uptake,Flujo_P_Secuestro,Flujo_Entrada_N,Flujo_Entrada_P,N_Suelo,P_Disponible,P_Total_Suelo,N_Limitado,P_Limitado,C_Limitado,N_Critico,P_Critico,Demanda_C_Hongo,Oferta_C_Planta,Factor_N_Fotos,Factor_C_Disponible,Factor_N_Hongo_Limitado,Factor_N_Hongo_Libre,Escenario_I_Mutualismo_Clim,Escenario_II_Mutualismo_Fuerte,Escenario_III_Comensalismo,Escenario_IV_Parasitismo,ROI_Planta,ROI_Hongo,ROI_N_C,ROI_P_C
count,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
mean,1800.0,0.5366551787737267,6.4293059780144075,0.3866189132324596,0.15003626554126717,6.383879735589632,0.045426242424775685,-0.00014546942000584405,0.0017386565070921093,0.2706332392627217,0.2601445887689877,0.2601445887689877,0.01950311566461811,0.22961896174314952,0.010577255047618268,0.001292621589123242,0.12951656384137153,0.007732378264649191,0.0030007253108253434,0.00136278727274327,0.12767759471179266,0.2601445887689877,0.01950311566461811,0.22961896174314952,0.2706332392627217,0.149878092169051,0.3389937518191621,0.001472589556277409,0.5,0.2,878.9570488549172,0.029451791125548177,0.02975178628238655,0.0006666666666666666,0.9993333333333333,0.0,0.12000000000000004,0.1,0.1308793511141148,0.2600559842151034,0.481626173960495,1.0,0.4799979679076913,0.5200020320923088,0.0,0.018157534764758624,2.9152680727356228e-06,0.0,1.0630119484362526,0.9968525785837865,0.07452692644918107,0.9884850219870713
std,1040.2703505540862,0.7971689160865432,1.1313682789944342,0.35357456570985796,0.49036898961032055,1.2221153081956508,0.1331578402710238,0.01122897521388895,0.006560242255298465,0.24750219599690051,0.16575176773612263,0.16575176773612263,0.02462352543224272,0.06773986821538092,0.01961464979172739,0.004145593269660417,0.020692595851913263,0.00707149131419716,0.009807379792206411,0.003994735208130714,0.02444230616391302,0.16575176773612263,0.02462352543224272,0.06773986821538092,0.24750219599690051,0.0019840123683799917,0.025177081320279175,0.0006096834190678274,0.0,0.0,510.56079209563876,0.012193668381356547,0.022524916750085385,0.025819888974716113,0.025819888974716113,0.0,4.164724815400228e-17,0.0,0.018767017191624324,0.22927587722790138,0.15330077756126764,0.0,0.08303692152627076,0.08303692152627076,0.0,0.014059036457656958,0.0001129078469543526,0.0,0.24180196429118206,0.28273485112122587,0.04052900826269779,0.22724789468384632
min,0.0,0.25839708423970054,0.413367424824132,0.24978999285248532,0.008607091387215243,0.23446478794569703,1.569624275633087e-15,-0.030888641889869062,-0.012142261201139495,0.1748529949967397,0.16970656137941978,0.16970656137941978,0.012472339660301602,0.20365311185548685,0.00036717705224129717,3.140224467186163e-17,0.00040857691098535954,0.004995799857049707,0.00017214182774430488,4.708872826899261e-17,0.004689295758913941,0.16970656137941978,0.012472339660301602,0.20365311185548685,0.1748529949967397,0.075,0.23020949506589955,0.0009064861257481485,0.5,0.2,0.1,0.01812972251496297,0.018331979589874155,0.0,0.0,0.0,0.12,0.1,0.008689922652912647,0.16970311912802022,0.010641635592442697,1.0,0.007637439178674765,0.45070758868732586,0.0,0.0,0.0,0.0,0.4780205997347407,0.19591836733854232,0.019674206076597502,0.4582578811485881
25%,900.0,0.2795952616001718,6.561750083692886,0.269402739759364,0.010192521840807708,6.536697823016449,1.2800092479587589e-11,-9.82514793251045e-05,5.8083414948228995e-05,0.1885819178315548,0.18302671915407048,0.18302671915407048,0.013441376314123517,0.2040506955777021,0.0055263532380712245,2.5613747499469715e-13,0.13116659204696635,0.00538805479518728,0.00020385043681615415,3.8400277438762767e-13,0.13073395646032898,0.18302671915407048,0.013441376314123517,0.2040506955777021,0.1885819178315548,0.1499656963219761,0.3381739183183202,0.001455355167402279,0.5,0.2,437.17148628501906,0.02910710334804558,0.029107609637090484,0.0,1.0,0.0,0.12,0.1,0.13227151558538414,0.1830206690120907,0.4565481906782126,1.0,0.4572560461095352,0.4695362702460463,0.0,0.012594330336181486,0.0,0.0,0.9330112069683056,0.8276280029991991,0.07323593467663983,0.8587773540057866
50%,1800.0,0.31911178262151907,6.7308026319776495,0.30487589859103614,0.013446196676300162,6.730802529461585,1.0251606411082501e-07,-4.227124005090968e-05,0.0001065763522838381,0.21341312901372528,0.20742575331243823,0.20742575331243823,0.015159100659581383,0.2047713895185128,0.006243703526021166,2.0525755934182527e-09,0.1347640576902973,0.006097517971820723,0.00026892393352600326,3.07548192332475e-09,0.1346160505892317,0.20742575331243823,0.015159100659581383,0.2047713895185128,0.21341312901372528,0.1499829199400189,0.33984573796786505,0.0014646575420744204,0.5,0.2,878.11745226469,0.029293150841488407,0.029293526060969306,0.0,1.0,0.0,0.12,0.1,0.13513209355423572,0.20740220087041006,0.4999999839399437,1.0,0.5000000223578163,0.49999997764218373,0.0,0.015345362851106763,0.0,0.0,1.0978119825658204,0.9109028057108266,0.07340267666271272,1.0237421334390495
75%,2700.0,0.388746242416658,6.8237554421494835,0.36108637351673145,0.020821850947070113,6.823755442136683,0.0008029559951890865,-2.3234357603830677e-05,0.0002469892927933204,0.252760461461712,0.2475487088744716,0.2475487088744716,0.01794237382220627,0.20818391902110467,0.00767456469497443,1.6098260789162347e-05,0.13654741049563232,0.00722172747033463,0.00041643701894140224,2.4088679855672593e-05,0.13647510884273367,0.2475487088744716,0.01794237382220627,0.20818391902110467,0.252760461461712,0.14998864209356122,0.34074419084150065,0.0014696678168449153,0.5,0.2,1320.5661220461616,0.029393356336898303,0.02939355310072451,0.0,1.0,0.0,0.12,0.1,0.13661352321541906,0.24468585704084844,0.545372535253533,1.0,0.5304637297539536,0.5427439538904648,0.0,0.020430785927274986,0.0,0.0,1.2082723198518008,1.0717985751986399,0.07347445310609668,1.134818763090072
max,3600.0,4.925967752102677,6.873825154691347,2.6040811033305227,2.7409328308381133,6.873825154691345,0.6706869218616084,0.18004005228192146,0.040464275684232,1.8228567723313658,0.7984173164289567,0.7984173164289567,0.6666666666666666,1.6666666666666667,0.22674497558670695,0.027000000000000003,0.13751924119047731,0.052081622066610454,0.05481865661676227,0.02012060765584825,0.13747650309382692,0.7984173164289567,0.6666666666666666,1.6666666666666667,1.8228567723313658,0.14999149571975315,1.25,0.025,0.5,0.2,1763.7176970433084,0.5,0.8999999999999999,1.0,1.0,0.0,0.12,0.1,0.13751924119047737,1.6977450107197989,0.9949007606263105,1.0,0.5492924113126741,0.9923625608213252,0.0,0.1972234704215403,0.004372902109103434,0.0,5.104166665550129,2.0919600539426964,1.4583333330143224,3.6458333325358065
