,Tiempo,Biomasa_Planta,Biomasa_Hongo,Plant_Active,Plant_Limited,Fungus,Mycelium,Crecimiento_Planta,Crecimiento_Hongo,Prod_C_Planta,Adq_C_Hongo,Intercambio_C,Intercambio_N,Intercambio_P,Flujo_Crec_Planta,Flujo_Crec_Micelio,Flujo_Crec_Hongo,Flujo_Mort_PlantA,Flujo_Mort_PlantL,Flujo_Mort_Micelio,Flujo_Mort_Hongo,Flujo_Trans_C,Flujo_Trans_N,Flujo_Trans_P,Flujo_Fotosintesis,Flujo_N_Uptake,Flujo_P_Uptake,Flujo_P_Secuestro,Flujo_Entrada_N,Flujo_Entrada_P,N_Suelo,P_Disponible,P_Total_Suelo,N_Limitado,P_Limitado,C_Limitado,N_Critico,P_Critico,Demanda_C_Hongo,Oferta_C_Planta,Factor_N_Fotos,Factor_C_Disponible,Factor_N_Hongo_Limitado,Factor_N_Hongo_Libre,Escenario_I_Mutualismo_Clim,Escenario_II_Mutualismo_Fuerte,Escenario_III_Comensalismo,Escenario_IV_Parasitismo,ROI_Planta,ROI_Hongo,ROI_N_C,ROI_P_C
count,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
mean,1800.0,0.7319023900274579,10.264376973374137,0.3149177410054305,0.4169846490220274,10.014778481486905,0.24959849188723157,-0.0002740712895271673,0.001907522652319819,0.4723766115081458,0.45787305893016234,0.45787305893016234,0.3636092526979713,0.01559687755839596,0.01407287661201994,0.007440670390649399,0.20237233445037406,0.006298354820108611,0.00833969298044055,0.007487954756616947,0.2002955696297381,0.45787305893016234,0.3636092526979713,0.01559687755839596,0.4723766115081458,0.5729833460460616,0.16717575600220352,0.0751881931187924,0.35,0.02,0.06661424006678873,1.5037638623758482,30.625680928956047,0.878,0.002,0.6366666666666667,0.12000000000000004,0.1,0.20986028920699104,0.4583037348961259,0.4459577023613421,0.7946917827359307,0.49211829411462965,0.5078817058853704,1.9024075738141404e-06,3.591213016693955e-07,0.23875019120143565,0.06070962893403457,1.9097331706327498,1.1868083169160537,1.8756237387626231,0.03410943187012664
std,1040.2703505540862,1.7795291705830896,5.551653036653215,0.8443631113238222,1.0262046627285561,5.200314477053946,0.7949262415591641,0.030047637762651506,0.03347345180474732,1.2665446669857334,0.3236355515834702,0.3236355515834702,0.03850140756353574,0.049149262967654685,0.04516188836026742,0.025383009130917514,0.10585451625899789,0.016887262226476445,0.020524093254571125,0.023847787246774922,0.10400628954107892,0.3236355515834702,0.03850140756353574,0.049149262967654685,1.2665446669857334,0.13303181433999897,0.015852898662599865,0.11725770398251358,0.0,0.0,0.034350240242661395,2.3451540796502712,19.081644364879246,0.32739495766663396,0.04469151546288826,0.48112008887127045,4.164724815400228e-17,0.0,0.12187138482151008,1.2252312208137377,0.18600683947125254,0.16973370149561615,0.019120312123671344,0.019120312123671344,5.209399140658112e-05,1.3908708206338986e-05,0.21714742461463654,0.16361803522231763,1.5359309896432054,0.8355607579414536,1.533316715675414,0.06636844111526918
min,0.0,0.06058301798609246,0.8,0.06011436831396402,0.0004165339492895373,0.4000000000000001,1.7546672659556293e-15,-0.07428413143102963,-0.054778422647029146,0.09017155247094603,0.08898032621030758,0.08898032621030758,0.35136633926579036,0.003157436333336549,2.085366406366209e-05,3.508862697285157e-17,0.004690903139916006,0.0012022873662792806,8.330678985790747e-06,5.264001797866888e-17,0.008000000000000002,0.08898032621030758,0.35136633926579036,0.003157436333336549,0.09017155247094603,0.4237176530826921,0.08619622439050287,0.003787054688162281,0.35,0.02,0.03936863354642077,0.07574109376324561,0.07574109376324561,0.0,0.0,0.0,0.12,0.1,0.017268857619934883,0.08899177740606913,0.0006395701880484087,0.5734961486392904,0.04116611470157949,0.49819793604611096,0.0,0.0,0.0,0.0,0.4764587444858443,0.25055148377866027,0.47184925999939953,0.004308186387401658
25%,900.0,0.06760383989548208,7.665793911343275,0.06665780514688936,0.0005657951933859737,7.665326931616724,1.4412403686180505e-11,-0.00045566748344061034,-0.0007904587028012,0.09998670772033404,0.09903569982334962,0.09903569982334962,0.35140294813293915,0.0033312834369402045,0.0013537447809307639,2.881886190168908e-13,0.1532990205373612,0.0013331561029377873,1.1315903867719475e-05,4.3237211058541516e-13,0.15330653863233448,0.09903569982334962,0.35140294813293915,0.0033312834369402045,0.09998670772033404,0.5046786312064331,0.15662414188158535,0.01805429894527431,0.35,0.02,0.05070509355371548,0.3610859789054862,11.268156732908011,1.0,0.0,0.0,0.12,0.1,0.1533015790858681,0.09848698005601293,0.33053421351155987,0.6414314085692262,0.49001397211582576,0.49822953324855795,0.0,0.0,0.06454327390562287,0.0,0.48866829459352235,0.27915355213679016,0.47960003083048186,0.008830647198396338
50%,1800.0,0.17706504794875555,7.7961144104645275,0.07203153013470354,0.10478884252738105,7.7954410370736795,1.1898341989299576e-07,-0.0001606234393946651,-3.6853992934071655e-05,0.10804729520205529,0.7489607583930658,0.7489607583930658,0.3534590090010813,0.0035527588174779643,0.0033907001463060957,2.3809283041222234e-09,0.1558853876563125,0.0014406306026940705,0.0020957768505476208,3.5695025967898727e-09,0.1559088207414736,0.7489607583930658,0.3534590090010813,0.0035527588174779643,0.10804729520205529,0.5097533323053014,0.15984817576389487,0.019905468673039967,0.35,0.02,0.051477409512155625,0.3981093734607992,30.692608925520528,1.0,0.0,1.0,0.12,0.1,0.15588940588952474,0.1046565950557492,0.49999994351050636,0.673745313939187,0.5000000011824844,0.49999999881751556,0.0,0.0,0.06801027249700209,0.0,0.5760773493758059,1.7358780053687848,0.5466069767373601,0.033814135766455644
75%,2700.0,0.43024850968594264,8.587348732624868,0.16819096982166026,0.26074510740117474,8.49451300129049,0.001118197654898539,3.936755643325646e-06,-2.0599244716923426e-05,0.25228645473249045,0.7498139666875071,0.7498139666875071,0.3652345000173841,0.008223387513065554,0.008145808073853112,2.1246695539321846e-05,0.16793029046381797,0.0033638193964332054,0.005214902148023495,3.3545929646956175e-05,0.16989026002580981,0.7498139666875071,0.3652345000173841,0.008223387513065554,0.25228645473249045,0.5364312565118878,0.17378812675890598,0.033150964722626235,0.35,0.02,0.05567130627218858,0.6630192944525247,47.44897408591331,1.0,0.0,1.0,0.12,0.1,0.16839286954470925,0.24414064665863733,0.6003198262032099,1.0,0.501770466751442,0.5099860278841742,0.0,0.0,0.4946224687010971,0.0,3.5822578454635012,2.046377921304605,3.5479506424639493,0.03381835629980849
max,3600.0,11.157342671335424,25.892307972343847,6.536025466870655,6.059438687765046,25.18204523369445,4.156670888044203,0.4517028560138097,0.20956359286729187,9.804038200305984,0.749865600942714,0.749865600942714,1.6666666666666667,0.8,0.4940084311742445,0.1437693761625366,0.5106491767701132,0.1307205093374131,0.12118877375530092,0.12470012664132607,0.503640904673889,0.749865600942714,1.6666666666666667,0.8,9.804038200305984,1.25,0.19748125701519417,0.3920234382914166,0.35,0.02,0.5,7.840468765828332,63.64311351036932,1.0,1.0,1.0,0.12,0.1,0.5582301020360411,9.482332691939767,0.6670100710820246,1.0,0.501802063953889,0.9588338852984205,0.0014571533319133443,0.0005386819525040932,0.49948442685912603,0.5360677376490897,3.9911956756878975,2.0988176020679226,3.955681172246273,1.2666666664661113
